doctor_id,hospital_id,doctor_name,speciality,experience_years,rating,doctor_fees
3776,756,Dr. Sunil Prajapati,Orthopedics,14,4.6,1000
3777,756,Dr. Vikram Choudhary,Psychiatry,28,4.6,1600
3778,756,Dr. Nitin Singh,Gynaecology,16,4.7,1200
3779,756,Dr. Sunil Kumar,Dermatology,3,3.1,200
3780,756,Dr. Mohit Rao,Nephrology,5,3.8,400
3781,757,Dr. Vidya Venkat,Gynaecology,6,3.5,300
3782,757,Dr. Foram Amin,Orthopedics,3,3,200
3783,757,Dr. Ranjana Mishra,General Medicine,6,4,350
3784,757,Dr. Anjali Singh,Pulmonology,6,4.2,400
3785,757,Dr. Ranjana Nair,Neurology,6,4.2,350
3786,758,Dr. Ritu Patel,Neurology,4,3.6,300
3787,758,Dr. Pallavi Choudhary,Pediatrics,17,4.2,1050
3788,758,Dr. Tarun Naik,Orthopedics,8,3.5,550
3789,758,Dr. Meera Menon,Pediatrics,40,4.7,2150
3790,758,Dr. Nikhil Pandey,Pediatrics,6,3.7,450
3791,759,Dr. Anjali Pandey,Gastroenterology,22,4.5,1700
3792,759,Dr. Pankaj Thakur,Oncology,6,3.8,700
3793,759,Dr. Priya Dubey,Ophthalmology,29,4.9,2400
3794,759,Dr. Varun Deshpande,Gastroenterology,5,3.7,550
3795,759,Dr. Meera Venkat,Urology,4,3.7,450
3796,760,Dr. Pankaj Krishnan,Pediatrics,6,4.1,650
3797,760,Dr. Rajesh Murthy,Gynaecology,8,4.4,950
3798,760,Dr. Pallavi Raval,Gastroenterology,6,3.7,550
3799,760,Dr. Anil Phadke,Cardiology,3,3.2,250
3800,760,Dr. Rahul Thakur,Gastroenterology,21,4.2,1850
3801,761,Dr. Nidhi Tripathi,Pulmonology,8,4,800
3802,761,Dr. Foram Yadav,Dermatology,2,3.7,350
3803,761,Dr. Kunal Parikh,ENT,7,4.3,800
3804,761,Dr. Aarti Verma,Dermatology,1,3.4,200
3805,761,Dr. Madhuri Rao,Ophthalmology,19,4.1,1600
3806,762,Dr. Gaurav Menon,Pediatrics,16,4.6,1650
3807,762,Dr. Kunal Joshi,General Medicine,38,4.9,3400
3808,762,Dr. Rohan Murthy,Dermatology,11,4.1,1100
3809,762,Dr. Meera Sharma,Oncology,6,4.5,800
3810,762,Dr. Pankaj Reddy,Gynaecology,10,4.7,1250
3811,763,Dr. Suresh Pawar,Dermatology,2,3.8,400
3812,763,Dr. Archana Modi,Cardiology,9,3.6,750
3813,763,Dr. Vidya Bhatt,Neurology,2,4,400
3814,763,Dr. Varun Deshpande,Gynaecology,4,3.4,400
3815,763,Dr. Sanjay Rao,General Medicine,19,4.4,1850
3816,764,Dr. Alok Nair,General Medicine,1,3.7,300
3817,764,Dr. Sunita Singh,General Medicine,7,3.8,750
3818,764,Dr. Harsh Vora,Cardiology,11,4.5,1050
3819,764,Dr. Rupal Joshi,Gynaecology,12,4,1050
3820,764,Dr. Harsh Shinde,Gynaecology,19,4.8,1800
3821,765,Dr. Amit Mishra,ENT,4,3.5,300
3822,765,Dr. Richa Prajapati,Pediatrics,8,4,550
3823,765,Dr. Kavita Kumar,Cardiology,8,4.1,550
3824,765,Dr. Manish Kulkarni,General Medicine,35,4.3,2150
3825,765,Dr. Tarun Patel,Dermatology,11,4.7,850
3826,766,Dr. Ranjana More,Cardiology,19,4.2,1550
3827,766,Dr. Mansi Nair,Orthopedics,8,3.8,750
3828,766,Dr. Gaurav Shinde,Urology,6,4.1,700
3829,766,Dr. Karthik Thakkar,Orthopedics,4,3.2,350
3830,766,Dr. Sonal Verma,Dermatology,1,3.5,200
3831,767,Dr. Karthik Singh,Ophthalmology,3,3.2,200
3832,767,Dr. Alok Murthy,Gynaecology,35,4.8,1350
3833,767,Dr. Sameer Venkat,Oncology,6,3.6,250
3834,767,Dr. Siddharth Kulkarni,General Medicine,3,3.4,200
3835,767,Dr. Arjun Swamy,Urology,18,4.3,850
3836,768,Dr. Usha Reddy,Gynaecology,33,4.9,2500
3837,768,Dr. Madhuri Mishra,Gastroenterology,19,4.5,1700
3838,768,Dr. Rahul Joshi,Urology,20,4.3,1650
3839,768,Dr. Suresh Menon,Dermatology,9,4.3,950
3840,768,Dr. Nikhil Kulkarni,Nephrology,6,3.6,550
3841,769,Dr. Neha Venkat,Neurology,9,4.1,650
3842,769,Dr. Kunal Swamy,Psychiatry,35,4.9,2300
3843,769,Dr. Nitin Iyer,Gynaecology,6,4.4,650
3844,769,Dr. Sunil Naik,Orthopedics,3,3,200
3845,769,Dr. Sonal Menon,Nephrology,18,4.4,1100
3846,770,Dr. Swati Mishra,Ophthalmology,6,4.1,550
3847,770,Dr. Sneha Choudhary,Psychiatry,3,3.9,350
3848,770,Dr. Nitin Kulkarni,Neurology,37,4.7,2200
3849,770,Dr. Manish Menon,Dermatology,8,4.2,600
3850,770,Dr. Kunal Bhatt,Orthopedics,3,3.2,200
3851,771,Dr. Madhuri Kapadia,Gastroenterology,9,4.1,450
3852,771,Dr. Divya Bhatt,Psychiatry,12,4.8,700
3853,771,Dr. Pankaj Dubey,Gastroenterology,2,3.9,200
3854,771,Dr. Ranjana Deshpande,Oncology,2,3.6,200
3855,771,Dr. Archana Trivedi,Cardiology,2,3.6,200
3856,772,Dr. Ashok Iyer,ENT,1,3.4,200
3857,772,Dr. Divya More,Gynaecology,19,4.2,1750
3858,772,Dr. Siddharth Patel,Psychiatry,19,4.2,1500
3859,772,Dr. Sneha Mishra,General Medicine,15,4.4,1500
3860,772,Dr. Usha Joshi,Pediatrics,1,3.6,200
3861,773,Dr. Swati Menon,Pediatrics,19,4.2,950
3862,773,Dr. Nidhi Singh,Orthopedics,13,4.4,700
3863,773,Dr. Foram Ranade,Pediatrics,1,3.2,200
3864,773,Dr. Usha Naidu,Oncology,5,4.2,350
3865,773,Dr. Nidhi Gandhi,Neurology,14,4.4,750
3866,774,Dr. Rupal Bhatt,Dermatology,3,3.4,300
3867,774,Dr. Aditya Joshi,Urology,18,4.3,1600
3868,774,Dr. Sunil Pawar,Neurology,17,4.6,1650
3869,774,Dr. Ranjana Shinde,Orthopedics,1,3.2,200
3870,774,Dr. Vidya Choudhary,Oncology,38,4.7,3250
3871,775,Dr. Usha Patel,Gynaecology,9,4.5,500
3872,775,Dr. Rajesh Soni,Ophthalmology,7,3.6,300
3873,775,Dr. Amit Murthy,Orthopedics,24,4.4,1000
3874,775,Dr. Siddharth Patil,ENT,16,4.8,800
3875,775,Dr. Suresh Menon,Ophthalmology,14,4.8,700
3876,776,Dr. Tarun Patil,Oncology,4,3.5,400
3877,776,Dr. Alok Kapadia,Cardiology,26,4.7,2000
3878,776,Dr. Siddharth Dave,Orthopedics,21,4.5,1700
3879,776,Dr. Anil Murthy,Pulmonology,4,3.1,350
3880,776,Dr. Aditya Patel,Gynaecology,15,4.5,1400
3881,777,Dr. Pallavi Kulkarni,Oncology,7,4.4,850
3882,777,Dr. Usha Modi,Cardiology,12,4.1,1200
3883,777,Dr. Neha Joshi,Gynaecology,16,4.5,1600
3884,777,Dr. Rakesh Patel,ENT,30,4.9,2750
3885,777,Dr. Rakesh Goud,Nephrology,6,4.1,800
3886,778,Dr. Ashok Kapadia,Pulmonology,4,3.6,450
3887,778,Dr. Mansi Reddy,Ophthalmology,4,3.2,350
3888,778,Dr. Priya Sharma,Cardiology,7,3.8,700
3889,778,Dr. Siddharth Trivedi,General Medicine,14,4.3,1300
3890,778,Dr. Meera Barve,Orthopedics,14,4.5,1300
3891,779,Dr. Aditya Pandya,Neurology,12,4.6,1250
3892,779,Dr. Sunil Pandey,Cardiology,15,4,1350
3893,779,Dr. Amit Pawar,Neurology,6,4.1,700
3894,779,Dr. Rajesh Rao,Pulmonology,32,4.8,2800
3895,779,Dr. Varun Phadke,Neurology,4,3.8,450
3896,780,Dr. Deepak Gupta,Gynaecology,6,4.1,350
3897,780,Dr. Ritu Thakkar,Psychiatry,8,3.7,400
3898,780,Dr. Varun Reddy,Pediatrics,8,3.9,400
3899,780,Dr. Anil Patil,Cardiology,3,3.4,200
3900,780,Dr. Deepak Vora,Cardiology,33,4.5,1550
3901,781,Dr. Harsh Shah,Gastroenterology,20,4.8,1450
3902,781,Dr. Tejal Menon,Orthopedics,5,4.3,500
3903,781,Dr. Priya Sharma,Psychiatry,23,4.3,1450
3904,781,Dr. Anil Krishnan,Urology,7,4.2,650
3905,781,Dr. Ashok Pandey,Ophthalmology,13,4.3,850
3906,782,Dr. Rajesh Pandya,Gynaecology,5,4,550
3907,782,Dr. Aditya Ranade,Dermatology,13,4.3,1150
3908,782,Dr. Foram Raval,Nephrology,6,3.7,550
3909,782,Dr. Aarti Joshi,Nephrology,13,4.5,1350
3910,782,Dr. Harsh Dubey,Neurology,7,4.4,900
3911,783,Dr. Pooja Mehta,Pediatrics,8,3.8,400
3912,783,Dr. Deepak Soni,Ophthalmology,11,4.7,650
3913,783,Dr. Pankaj Krishnan,Nephrology,7,4.3,450
3914,783,Dr. Pooja Naidu,Urology,4,3.9,250
3915,783,Dr. Siddharth Vora,Neurology,33,4.4,1250
3916,784,Dr. Pallavi Amin,General Medicine,1,3.9,350
3917,784,Dr. Anita Rao,Pulmonology,3,3.3,300
3918,784,Dr. Rahul Panchal,Urology,19,4.5,1600
3919,784,Dr. Pankaj Singh,Oncology,4,3.1,300
3920,784,Dr. Varun Rao,Ophthalmology,1,3.2,200
3921,785,Dr. Swati Shinde,Cardiology,2,3.8,200
3922,785,Dr. Aditya Naidu,General Medicine,3,3,200
3923,785,Dr. Swati Tripathi,General Medicine,19,4.2,750
3924,785,Dr. Sunita Venkat,Gynaecology,9,4.4,500
3925,785,Dr. Anjali Panchal,Oncology,1,3.5,200
3926,786,Dr. Gaurav Mishra,Ophthalmology,36,4.9,2100
3927,786,Dr. Nidhi Modi,Oncology,6,4.2,500
3928,786,Dr. Sameer Jadhav,Psychiatry,12,4.5,900
3929,786,Dr. Priya Barve,General Medicine,15,4.3,950
3930,786,Dr. Shilpa Thakur,Orthopedics,36,4.9,2250
3931,787,Dr. Sunita Pandya,Gynaecology,6,4,700
3932,787,Dr. Richa More,Ophthalmology,6,4,700
3933,787,Dr. Anita Kothari,Orthopedics,5,3.9,650
3934,787,Dr. Rohan Soni,Gynaecology,36,4.9,2850
3935,787,Dr. Neha Mehta,Pulmonology,13,4.1,1200
3936,788,Dr. Pallavi Barve,ENT,6,4.1,350
3937,788,Dr. Ashok Krishnan,Nephrology,34,4.4,1350
3938,788,Dr. Nidhi Pandey,General Medicine,34,4.8,1350
3939,788,Dr. Foram Shah,Oncology,13,4.2,600
3940,788,Dr. Deepak Reddy,Gastroenterology,12,4.1,550
3941,789,Dr. Rahul Raval,Oncology,3,3.2,200
3942,789,Dr. Sneha Ranade,Gastroenterology,28,4.9,1800
3943,789,Dr. Usha Swamy,Nephrology,7,3.9,500
3944,789,Dr. Meera Rao,Neurology,5,4.2,500
3945,789,Dr. Karthik Trivedi,Cardiology,1,3.6,200
3946,790,Dr. Anita Kapadia,General Medicine,8,3.5,650
3947,790,Dr. Ranjana Deshpande,Gynaecology,3,3.7,400
3948,790,Dr. Sanjay Pandya,Urology,2,3.3,200
3949,790,Dr. Usha Yadav,Urology,7,4.3,900
3950,790,Dr. Ritu Goud,Dermatology,25,4.7,2300
3951,791,Dr. Anita Kumar,Cardiology,9,3.8,400
3952,791,Dr. Sonal Prajapati,Pediatrics,7,4,400
3953,791,Dr. Nikhil Verma,General Medicine,29,4.8,1350
3954,791,Dr. Pallavi Krishnan,ENT,6,4.5,500
3955,791,Dr. Pooja Sharma,Gynaecology,7,4,450
3956,792,Dr. Vidya Iyer,Oncology,6,3.7,550
3957,792,Dr. Gaurav More,General Medicine,7,4.3,850
3958,792,Dr. Sanjay Trivedi,Orthopedics,5,3.6,550
3959,792,Dr. Kavita Shukla,ENT,27,4.4,2100
3960,792,Dr. Vikram Reddy,General Medicine,28,4.6,2150
3961,793,Dr. Anita Pawar,Cardiology,6,4.3,800
3962,793,Dr. Sameer Vora,Orthopedics,13,4.7,1250
3963,793,Dr. Rahul Patil,Gastroenterology,1,3.6,200
3964,793,Dr. Mansi Thakur,Ophthalmology,5,4.3,650
3965,793,Dr. Mohit Thakkar,Psychiatry,17,4.8,1800
3966,794,Dr. Suresh Naik,Oncology,3,3.7,300
3967,794,Dr. Vidya Murthy,Cardiology,27,4.9,1700
3968,794,Dr. Swati Soni,Orthopedics,2,3.2,200
3969,794,Dr. Ritu Verma,Oncology,15,4.6,1150
3970,794,Dr. Anil Naik,General Medicine,9,3.6,600
3971,795,Dr. Usha Verma,Gastroenterology,39,4.5,3350
3972,795,Dr. Rupal Reddy,Gynaecology,5,4.1,600
3973,795,Dr. Pooja Parikh,Pulmonology,9,4.1,1000
3974,795,Dr. Madhuri Joshi,General Medicine,3,3.8,450
3975,795,Dr. Sunil Rao,Oncology,14,4.2,1300
3976,796,Dr. Varun Soni,Cardiology,10,4.1,450
3977,796,Dr. Nikhil Choudhary,Neurology,19,4.3,750
3978,796,Dr. Ashok Gandhi,Oncology,3,3.4,200
3979,796,Dr. Tarun Reddy,Urology,9,4.1,500
3980,796,Dr. Sanjay Dubey,Oncology,10,4,450
3981,797,Dr. Sunita Naidu,Ophthalmology,4,3.2,200
3982,797,Dr. Sameer Menon,Ophthalmology,17,4.2,850
3983,797,Dr. Manish Parikh,Oncology,11,4.7,650
3984,797,Dr. Alok Naik,Oncology,9,4.1,500
3985,797,Dr. Anita Gandhi,General Medicine,24,4.4,900
3986,798,Dr. Pooja Kapadia,Gynaecology,5,4.4,600
3987,798,Dr. Sanjay Choudhary,Nephrology,2,3.6,250
3988,798,Dr. Ashok Vora,General Medicine,4,3.2,250
3989,798,Dr. Shilpa Dave,Pediatrics,1,3.3,200
3990,798,Dr. Suresh Krishnan,ENT,39,4.9,2300
3991,799,Dr. Deepak Vora,Pediatrics,10,4.7,1100
3992,799,Dr. Pankaj Kulkarni,Orthopedics,3,3.2,250
3993,799,Dr. Suresh Vora,Orthopedics,6,3.6,600
3994,799,Dr. Vidya Nair,Psychiatry,10,4.6,1100
3995,799,Dr. Pankaj Dave,Cardiology,4,3.9,550
3996,800,Dr. Usha Nair,Gynaecology,1,3.5,200
3997,800,Dr. Priya Nair,General Medicine,13,4,850
3998,800,Dr. Meera Vora,General Medicine,1,3.6,200
3999,800,Dr. Aditya Joshi,Cardiology,19,4.4,1300
4000,800,Dr. Gaurav Verma,Nephrology,4,3.7,350
4001,801,Dr. Richa Deshpande,Neurology,5,3.6,550
4002,801,Dr. Tejal Venkat,Neurology,17,4.6,1550
4003,801,Dr. Suresh Mishra,Oncology,7,4.5,850
4004,801,Dr. Anil Reddy,Oncology,37,4.3,2750
4005,801,Dr. Rakesh Barve,Orthopedics,4,3.2,350
4006,802,Dr. Alok Rao,Orthopedics,3,3.2,250
4007,802,Dr. Sameer Patel,Pediatrics,4,3.9,550
4008,802,Dr. Rohan Patil,Pediatrics,9,4.2,1000
4009,802,Dr. Anita Reddy,General Medicine,34,4.2,2700
4010,802,Dr. Swati Kulkarni,Cardiology,15,4.1,1150
4011,803,Dr. Rahul Krishnan,Nephrology,3,3.2,250
4012,803,Dr. Mansi Menon,Neurology,19,4.4,1850
4013,803,Dr. Anjali Parikh,Urology,7,3.7,650
4014,803,Dr. Rakesh Gandhi,Gastroenterology,6,3.5,600
4015,803,Dr. Rupal Yadav,Cardiology,15,4.1,1350
4016,804,Dr. Alok Pandey,Psychiatry,5,3.7,350
4017,804,Dr. Sameer Iyer,Pulmonology,31,4.6,1950
4018,804,Dr. Siddharth Verma,Cardiology,10,4.4,800
4019,804,Dr. Karthik Panchal,Gastroenterology,14,4.3,950
4020,804,Dr. Priya Panchal,Neurology,7,4.4,600
4021,805,Dr. Anita Joshi,Nephrology,2,3.7,250
4022,805,Dr. Karthik Thakur,Cardiology,8,3.9,600
4023,805,Dr. Tarun Soni,Orthopedics,38,5,2350
4024,805,Dr. Amit Singh,Oncology,9,3.9,650
4025,805,Dr. Tarun Venkat,Gastroenterology,14,4.2,1000
4026,806,Dr. Rohan Swamy,Ophthalmology,28,4.2,1000
4027,806,Dr. Divya Shah,Pediatrics,6,4,400
4028,806,Dr. Shilpa Naik,Pediatrics,3,3.7,200
4029,806,Dr. Priya Vora,Cardiology,6,4.4,400
4030,806,Dr. Pallavi Deshpande,General Medicine,5,3.7,250
4031,807,Dr. Sunil Dubey,Cardiology,3,3.6,250
4032,807,Dr. Ashok Murthy,Psychiatry,24,4.6,1400
4033,807,Dr. Nikhil Shukla,General Medicine,3,4,300
4034,807,Dr. Archana Majumdar,Orthopedics,38,4.4,2300
4035,807,Dr. Anita Patel,Pediatrics,25,4.7,1500
4036,808,Dr. Meera Pandya,ENT,7,3.7,700
4037,808,Dr. Gaurav Reddy,Oncology,14,4.4,1400
4038,808,Dr. Tejal Modi,Ophthalmology,14,4.5,1500
4039,808,Dr. Kunal Prajapati,Neurology,1,3.2,200
4040,808,Dr. Vidya Gupta,Orthopedics,3,3.1,250
4041,809,Dr. Gaurav Menon,Cardiology,19,4.4,1700
4042,809,Dr. Deepak Phadke,Pulmonology,26,4.8,2350
4043,809,Dr. Meera Dave,Ophthalmology,2,3.4,250
4044,809,Dr. Kunal Deshpande,Cardiology,21,4.9,2150
4045,809,Dr. Rajesh Ranade,Pediatrics,8,4,750
4046,810,Dr. Anita Modi,Cardiology,15,4.3,1400
4047,810,Dr. Neha Jadhav,Neurology,3,3.1,200
4048,810,Dr. Aarti Phadke,Dermatology,9,3.7,800
4049,810,Dr. Sunita Pandya,Gastroenterology,9,4.1,850
4050,810,Dr. Pankaj Soni,Cardiology,5,4.4,700
4051,811,Dr. Rohan Krishnan,ENT,3,4,500
4052,811,Dr. Rupal Thakur,ENT,8,3.9,800
4053,811,Dr. Pallavi Ranade,Neurology,17,4.6,1650
4054,811,Dr. Aarti Shukla,Neurology,7,4.4,900
4055,811,Dr. Sameer Gandhi,Pediatrics,3,3.6,350
4056,812,Dr. Anil Prajapati,Nephrology,15,4.7,1450
4057,812,Dr. Nidhi Phadke,Orthopedics,2,3,200
4058,812,Dr. Priya Yadav,Gynaecology,4,3.3,350
4059,812,Dr. Nitin Bhatt,Orthopedics,16,4.7,1450
4060,812,Dr. Richa Verma,Psychiatry,3,4,450
4061,813,Dr. Mohit Kumar,Orthopedics,11,4.2,500
4062,813,Dr. Vikram Kumar,Psychiatry,1,3.9,200
4063,813,Dr. Suresh Deshpande,General Medicine,21,4.9,1050
4064,813,Dr. Vidya Krishnan,Cardiology,27,4.7,1350
4065,813,Dr. Sonal Thakur,Pediatrics,8,4.4,400
4066,814,Dr. Ritu Phadke,General Medicine,38,4.8,3200
4067,814,Dr. Rakesh Reddy,Gastroenterology,3,3.5,350
4068,814,Dr. Sneha Raval,Ophthalmology,7,4.3,750
4069,814,Dr. Vikram Menon,Gynaecology,8,4.1,900
4070,814,Dr. Ritu Krishnan,Oncology,1,3.3,200
4071,815,Dr. Divya Barve,Oncology,7,3.6,650
4072,815,Dr. Deepak Kothari,General Medicine,6,4,700
4073,815,Dr. Amit Joshi,Orthopedics,35,4.8,3150
4074,815,Dr. Nikhil Amin,Neurology,4,3.3,350
4075,815,Dr. Pankaj Kumar,Orthopedics,7,4.1,700
4076,816,Dr. Vidya Soni,Gynaecology,12,4,1000
4077,816,Dr. Harsh Swamy,Gastroenterology,7,4.3,900
4078,816,Dr. Rupal Swamy,Oncology,1,3.1,200
4079,816,Dr. Ritu Shinde,Orthopedics,1,3.9,300
4080,816,Dr. Aarti Nair,Pediatrics,2,3.4,250
4081,817,Dr. Priya Choudhary,Pediatrics,29,4.5,1900
4082,817,Dr. Richa Venkat,Oncology,2,3.3,200
4083,817,Dr. Rajesh Pandya,Pediatrics,38,4.6,2050
4084,817,Dr. Pallavi Menon,Dermatology,10,4.7,750
4085,817,Dr. Swati Gupta,Pediatrics,11,4.5,850
4086,818,Dr. Pooja Tripathi,Nephrology,15,4,1350
4087,818,Dr. Ritu Amin,Gastroenterology,17,4.6,1450
4088,818,Dr. Suresh Swamy,Neurology,2,3,200
4089,818,Dr. Divya Vora,Neurology,5,4,600
4090,818,Dr. Kavita Raval,Ophthalmology,7,4.2,750
4091,819,Dr. Ashok Vora,ENT,20,4.4,1300
4092,819,Dr. Arjun Swamy,Ophthalmology,3,3.3,200
4093,819,Dr. Deepak Tripathi,Psychiatry,24,4.9,1650
4094,819,Dr. Rahul Shukla,ENT,19,4.6,1200
4095,819,Dr. Pallavi Amin,Dermatology,1,3.9,250
4096,820,Dr. Richa Sharma,Neurology,7,3.6,600
4097,820,Dr. Pooja Mishra,Orthopedics,20,4.3,1850
4098,820,Dr. Swati Thakur,Pulmonology,9,4.4,950
4099,820,Dr. Sameer Kulkarni,Neurology,4,3.2,300
4100,820,Dr. Meera Singh,Orthopedics,1,3.7,250
4101,821,Dr. Siddharth Shinde,Pulmonology,9,4.2,850
4102,821,Dr. Ashok Kapadia,Pediatrics,9,4.4,900
4103,821,Dr. Priya Swamy,Dermatology,14,4.1,1200
4104,821,Dr. Siddharth Thakur,Pulmonology,16,4.3,1400
4105,821,Dr. Madhuri Menon,Urology,3,3.9,450
4106,822,Dr. Karthik Pandya,ENT,18,4.2,1650
4107,822,Dr. Anita Yadav,ENT,11,4.2,1100
4108,822,Dr. Vidya Rao,Orthopedics,37,4.8,3100
4109,822,Dr. Mansi Shinde,Cardiology,35,5,2800
4110,822,Dr. Deepak Singh,Gynaecology,7,3.8,700
4111,823,Dr. Ranjana Thakkar,ENT,11,4.3,1050
4112,823,Dr. Swati Modi,Psychiatry,7,4.4,800
4113,823,Dr. Siddharth Kapadia,ENT,7,3.8,650
4114,823,Dr. Aarti Shukla,Neurology,27,4.5,2400
4115,823,Dr. Aarti Pawar,Dermatology,1,3.2,200
4116,824,Dr. Meera Pawar,Oncology,2,3.3,200
4117,824,Dr. Ashok Pandey,Oncology,11,4,600
4118,824,Dr. Ranjana Krishnan,Pediatrics,12,4,500
4119,824,Dr. Ranjana Shukla,Pediatrics,1,3.2,200
4120,824,Dr. Pallavi Pawar,Pulmonology,25,4.2,1100
4121,825,Dr. Anita Mehta,Dermatology,1,3.7,200
4122,825,Dr. Madhuri Venkat,Neurology,15,4.8,700
4123,825,Dr. Rahul Phadke,Orthopedics,18,4.1,800
4124,825,Dr. Gaurav Raval,Gynaecology,4,3.9,250
4125,825,Dr. Kavita Joshi,Gynaecology,7,3.9,300
4126,826,Dr. Pooja Naik,Ophthalmology,3,3.4,200
4127,826,Dr. Sonal Prajapati,Gastroenterology,27,4.5,1250
4128,826,Dr. Arjun Patil,ENT,7,4.2,400
4129,826,Dr. Priya Rao,Pediatrics,11,4.3,600
4130,826,Dr. Archana Gandhi,Oncology,1,3.6,200
4131,827,Dr. Kunal Desai,Gastroenterology,5,4.4,350
4132,827,Dr. Archana Shinde,Urology,1,3.5,200
4133,827,Dr. Gaurav Shah,Urology,3,3.1,200
4134,827,Dr. Madhuri Kumar,Gynaecology,1,3.6,200
4135,827,Dr. Nikhil Pandya,Pulmonology,17,4,800
4136,828,Dr. Mohit Dubey,Pulmonology,4,3.5,250
4137,828,Dr. Suresh Swamy,General Medicine,8,4.4,700
4138,828,Dr. Varun Phadke,Dermatology,15,4.4,1100
4139,828,Dr. Deepak Pandya,Pediatrics,7,3.7,550
4140,828,Dr. Ritu Menon,Gynaecology,8,3.6,500
4141,829,Dr. Rakesh Thakkar,Orthopedics,10,4.2,700
4142,829,Dr. Suresh Mishra,General Medicine,31,4.5,1900
4143,829,Dr. Anita Thakur,Neurology,2,3.4,200
4144,829,Dr. Harsh Nair,Gynaecology,7,3.7,500
4145,829,Dr. Sneha Shinde,Ophthalmology,6,4.4,600
4146,830,Dr. Rajesh Gandhi,Dermatology,3,3.7,200
4147,830,Dr. Anjali Kumar,Dermatology,8,3.5,350
4148,830,Dr. Alok Singh,Pulmonology,1,4,200
4149,830,Dr. Ritu Vora,Ophthalmology,5,3.9,300
4150,830,Dr. Priya Pawar,Oncology,13,4.6,600
4151,831,Dr. Archana Vora,Gynaecology,2,3.2,200
4152,831,Dr. Mohit Yadav,General Medicine,19,4.6,1300
4153,831,Dr. Rahul Mehta,General Medicine,10,4.6,800
4154,831,Dr. Suresh Reddy,Pediatrics,31,4.9,1950
4155,831,Dr. Deepak Mehta,Pulmonology,3,3.5,250
4156,832,Dr. Usha Mehta,Pulmonology,4,3.5,300
4157,832,Dr. Priya Naidu,Ophthalmology,3,3.2,200
4158,832,Dr. Madhuri Patel,Urology,3,3.1,200
4159,832,Dr. Vidya Swamy,Nephrology,23,4.9,1450
4160,832,Dr. Sunil Pandey,Dermatology,3,3.4,200
4161,833,Dr. Nikhil Gandhi,Pediatrics,21,4.7,1950
4162,833,Dr. Anjali Trivedi,Neurology,22,4.4,1800
4163,833,Dr. Ashok Sharma,Nephrology,3,3.5,300
4164,833,Dr. Pallavi Raval,Gynaecology,16,4,1400
4165,833,Dr. Sonal Majumdar,Cardiology,11,4.2,1050
4166,834,Dr. Karthik Jadhav,Orthopedics,1,3.6,200
4167,834,Dr. Tejal Kothari,Ophthalmology,4,3.4,200
4168,834,Dr. Kavita Naidu,Oncology,12,4.3,550
4169,834,Dr. Priya Thakur,Orthopedics,33,4.5,1300
4170,834,Dr. Sameer Modi,Oncology,7,3.6,350
4171,835,Dr. Arjun Prajapati,Pediatrics,31,4.6,2050
4172,835,Dr. Pallavi Mishra,Urology,19,4.7,1250
4173,835,Dr. Priya Krishnan,Pediatrics,8,4.5,700
4174,835,Dr. Pooja Desai,Dermatology,3,3.3,200
4175,835,Dr. Anita Singh,Orthopedics,21,4.9,1500
4176,836,Dr. Anjali Trivedi,Orthopedics,6,4,450
4177,836,Dr. Rajesh Venkat,Gastroenterology,4,3.3,300
4178,836,Dr. Tarun Naidu,Neurology,28,4.9,1800
4179,836,Dr. Neha Naik,Oncology,1,3.2,200
4180,836,Dr. Foram Modi,Pulmonology,11,4.6,850
4181,837,Dr. Pooja Raval,Orthopedics,17,4.8,850
4182,837,Dr. Tarun Naidu,Psychiatry,17,4.7,750
4183,837,Dr. Aditya Desai,Gynaecology,4,3.3,200
4184,837,Dr. Usha Ranade,Pulmonology,3,3.7,200
4185,837,Dr. Rajesh Nair,Pediatrics,6,4.3,450
4186,838,Dr. Arjun Shinde,Pulmonology,9,4,800
4187,838,Dr. Anjali Patel,Oncology,29,4.8,2600
4188,838,Dr. Nikhil Parikh,Oncology,7,3.9,700
4189,838,Dr. Divya Amin,Orthopedics,9,4,950
4190,838,Dr. Suresh Shukla,Dermatology,12,4.3,1100
4191,839,Dr. Kavita Majumdar,Pulmonology,2,3.6,300
4192,839,Dr. Sneha Dave,Gynaecology,18,4.5,1600
4193,839,Dr. Harsh Thakkar,Ophthalmology,8,4,900
4194,839,Dr. Karthik Shah,Gastroenterology,2,3.3,250
4195,839,Dr. Varun Sharma,Dermatology,3,4,500
4196,840,Dr. Arjun Reddy,Gynaecology,38,4.7,2900
4197,840,Dr. Tejal Ranade,Ophthalmology,3,3,200
4198,840,Dr. Nitin Joshi,Gastroenterology,8,3.8,800
4199,840,Dr. Ritu Joshi,Orthopedics,40,4.4,2950
4200,840,Dr. Nikhil Naik,Nephrology,2,3.3,200
4201,841,Dr. Ashok Pandya,Neurology,9,3.6,750
4202,841,Dr. Mansi Iyer,Psychiatry,6,3.9,650
4203,841,Dr. Sanjay Menon,Pediatrics,1,3.7,250
4204,841,Dr. Ranjana Pawar,Pulmonology,9,4.5,1050
4205,841,Dr. Ashok Joshi,Gastroenterology,16,4,1300
4206,842,Dr. Gaurav Joshi,Pediatrics,4,3.7,350
4207,842,Dr. Anjali Joshi,Urology,12,4,850
4208,842,Dr. Usha Goud,Psychiatry,4,3.8,400
